Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;1303,6328125     ;244,58386872689          ;                10 ;363,2983    ;True              ;2280         ;41,93784         ;678,2664          ;473,3508             ;7862102
         2 ;986,24169921875  ;407,095188820362         ;                10 ;387,7012    ;False             ;1864,341     ;49,72126         ;590,4316          ;-40,15971            ;104711,7
         3 ;1307,18872070313 ;407,971781889792         ;                10 ;296,0721    ;True              ;2280         ;51,9377          ;723,8252          ;237,9846             ;4615796
         4 ;1303,93994140625 ;727,936073303223         ;                10 ;296,0721    ;True              ;2280         ;57,91437         ;697,3135          ;98,16614             ;1217712
         5 ;1303,31420898438 ;910,519348144531         ;                10 ;296,0721    ;True              ;2280         ;48,01868         ;681,1608          ;235,1686             ;153044,6
         6 ;1305,73022460938 ;764,047193717957         ;                10 ;296,0721    ;True              ;2280         ;53,01419         ;710,3165          ;148,1049             ;570963,7
         7 ;1303,13195800781 ;908,335748291016         ;                10 ;290,9504    ;True              ;2280         ;60,75684         ;692,076           ;227,3266             ;175836,1
         8 ;1120,24560546875 ;804,243077993393         ;                10 ;290,9504    ;False             ;2115,813     ;54,8844          ;678,276           ;-18,14063            ;54963,28
         9 ;1144,63916015625 ;891,61882019043          ;                10 ;285,2819    ;False             ;2161,275     ;49,70673         ;689,725           ;32,77817             ;114391,9
        10 ;1169,18969726563 ;839,649350070953         ;                10 ;285,2819    ;False             ;2208,635     ;52,27374         ;700,9972          ;-25,56409            ;311263,3
        11 ;1307,13891601563 ;902,774829101563         ;                10 ;264,6894    ;True              ;2280         ;45,80701         ;717,1958          ;265,6898             ;917311,4
        12 ;1304,27453613281 ;905,982501220703         ;                10 ;264,6894    ;True              ;2280         ;51,34137         ;694,0869          ;159,4981             ;4379249
        13 ;1306,62683105469 ;859,41905670166          ;                10 ;264,6894    ;True              ;2280         ;52,13379         ;718,402           ;92,29072             ;388447,7
        14 ;1305,21704101563 ;862,333895328641         ;                10 ;269,403     ;True              ;2280         ;54,26685         ;706,4367          ;126,6572             ;6745539
        15 ;1305,95617675781 ;985,016857910156         ;                10 ;264,6894    ;True              ;2280         ;49,82727         ;709,3889          ;149,3851             ;1,273285E+07
        16 ;1305,81530761719 ;836,332595181465         ;                10 ;264,6894    ;True              ;2280         ;47,10938         ;705,2623          ;143,1923             ;1,415929E+07
        17 ;1306,64233398438 ;830,528506153822         ;                10 ;264,6894    ;True              ;2280         ;46,76453         ;713,1877          ;143,9212             ;2266341
        18 ;1305,01940917969 ;926,045904541016         ;                10 ;264,6894    ;True              ;2280         ;47,13928         ;697,3336          ;225,5556             ;9059512
        19 ;1118,65002441406 ;796,829974031448         ;                10 ;259,8015    ;False             ;2116,137     ;51,8468          ;657,6636          ;-25,12481            ;236496
        20 ;1306,8955078125  ;903,64568939209          ;                10 ;264,6894    ;True              ;2280         ;49,22473         ;718,1797          ;130,2793             ;8837672
        21 ;1303,26611328125 ;944,16223449707          ;                10 ;290,8554    ;True              ;2280         ;48,53015         ;681,1915          ;163,5813             ;2308271
        22 ;1307,76184082031 ;894,388967895508         ;                10 ;261,4827    ;True              ;2280         ;45,77441         ;723,3934          ;115,7623             ;8691162
        23 ;1305,51843261719 ;912,612121582031         ;                10 ;258,7844    ;True              ;2280         ;52,86658         ;708,0515          ;160,7159             ;2094792
        24 ;1144,36010742188 ;909,875997924805         ;                10 ;308,9532    ;False             ;2164,435     ;46,69641         ;668,1232          ;-76,69863            ;70692,13
        25 ;1165,54736328125 ;879,575741577148         ;                10 ;248,3127    ;False             ;2204,283     ;52,22766         ;686,2847          ;-10,97257            ;166239,9
        26 ;1166,75830078125 ;760,949867630005         ;                10 ;292,1591    ;False             ;2205,186     ;54,30786         ;695,9626          ;5,480139             ;458501,5
        27 ;1122,35400390625 ;797,882178688049         ;                10 ;252,5776    ;False             ;2122,452     ;57,505           ;668,7866          ;-128,3922            ;53718,52
        28 ;1302,37426757813 ;876,79615020752          ;                10 ;262,2895    ;True              ;2280         ;48,53882         ;672,2811          ;244,2536             ;1,931153E+07
        29 ;1306,56433105469 ;992,991955566406         ;                10 ;290,8554    ;True              ;2280         ;49,29004         ;714,9334          ;96,0602              ;1,264306E+07
        30 ;1305,19885253906 ;794,752853167057         ;                10 ;262,4877    ;True              ;2280         ;56,04517         ;708,0338          ;231,8389             ;3682410
