Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;489,265258789063 ;151,607841983717         ;                10 ;352,5454    ;False             ;1571,728     ;38,80096         ;489,2653          ;-9,847572            ;452062,1
         2 ;717,186828613281 ;155,186958342884         ;                10 ;352,5454    ;False             ;2248,775     ;53,20615         ;717,1868          ;85,31002             ;690860,1
         3 ;587,294677734375 ;149,538646097668         ;                10 ;310,1811    ;False             ;1859,435     ;52,66805         ;587,2947          ;11,59886             ;49541,73
         4 ;488,500396728516 ;156,582102462277         ;                10 ;310,1811    ;False             ;1572,34      ;46,10651         ;488,5004          ;21,18001             ;705201,8
         5 ;565,208923339844 ;165,244691857696         ;                 9 ;366,8043    ;False             ;1795,358     ;43,17505         ;565,2089          ;140,5024             ;139080,3
         6 ;660,052612304688 ;145,101526006288         ;                 9 ;366,8043    ;False             ;2074,737     ;59,97418         ;660,0526          ;25,9119              ;1009727
         7 ;640,435485839844 ;123,594488872774         ;                 9 ;263,8965    ;False             ;2032,937     ;51,31815         ;640,4355          ;19,57007             ;203908,7
         8 ;429,518768310547 ;136,297301975195         ;                 9 ;321,3876    ;False             ;1413,662     ;36,47162         ;429,5188          ;58,45954             ;143685,2
         9 ;565,663757324219 ;165,383111298271         ;                10 ;407,7734    ;False             ;1861,181     ;40,14142         ;565,6638          ;-58,69834            ;41256,83
        10 ;568,629272460938 ;208,280974593945         ;                10 ;357,2555    ;False             ;1819,757     ;46,30127         ;568,6293          ;41,3464              ;253063,9
        11 ;478,737335205078 ;138,05664670933          ;                 9 ;362,5116    ;False             ;1511,699     ;42,67102         ;478,7373          ;-2,183602            ;49054,65
        12 ;708,9345703125   ;135,691323663108         ;                 9 ;241,9501    ;True              ;2280         ;43,44513         ;708,9346          ;184,4239             ;5609728
        13 ;543,203430175781 ;178,434288167208         ;                10 ;357,2555    ;False             ;1778,09      ;48,13806         ;543,2034          ;16,72026             ;573889,3
        14 ;592,812622070313 ;170,761248599645         ;                10 ;353,5729    ;False             ;1900,806     ;45,06885         ;592,8126          ;7,766936             ;492701,1
        15 ;708,218811035156 ;135,961516558845         ;                 9 ;299,8929    ;True              ;2280         ;43,50635         ;708,2188          ;173,7271             ;7392478
        16 ;614,326965332031 ;205,391448863223         ;                 9 ;344,6997    ;False             ;2027,483     ;49,91675         ;614,327           ;-1,961839            ;209172,9
        17 ;509,7099609375   ;140,238460246404         ;                 9 ;309,7572    ;False             ;1650,739     ;37,93884         ;509,71            ;91,74931             ;613551,7
        18 ;701,409423828125 ;112,826748601161         ;                 9 ;309,7572    ;False             ;2253,239     ;50,12927         ;701,4094          ;-4,725339            ;45933,49
        19 ;540,779602050781 ;176,631135456264         ;                 9 ;309,7572    ;False             ;1735,911     ;44,00183         ;540,7796          ;14,6486              ;589395,6
        20 ;605,565307617188 ;155,060320787039         ;                 9 ;309,7572    ;False             ;1943,861     ;52,35693         ;605,5653          ;18,61013             ;400792
        21 ;559,169616699219 ;208,684034896642         ;                 9 ;309,7572    ;False             ;1819,703     ;37,24585         ;559,1696          ;128,4146             ;673868,1
        22 ;676,376770019531 ;126,330994862178         ;                 9 ;309,7572    ;False             ;2163,068     ;40,07312         ;676,3768          ;150,2219             ;751161,6
        23 ;445,165344238281 ;110,202398572676         ;                10 ;294,9226    ;False             ;1414,836     ;51,0343          ;445,1653          ;2,388237             ;23074,29
        24 ;700,160278320313 ;171,78191880025          ;                10 ;294,9226    ;True              ;2280         ;57,13623         ;700,1603          ;93,6558              ;2773957
        25 ;452,305786132813 ;108,277723568585         ;                10 ;342,1773    ;False             ;1457,539     ;55,88232         ;452,3058          ;-14,32945            ;27582,54
        26 ;601,409851074219 ;179,540085917711         ;                10 ;292,05      ;False             ;1946,023     ;45,08936         ;601,4099          ;17,67449             ;321389
        27 ;682,745910644531 ;177,194599450473         ;                 9 ;304,89      ;False             ;2165,612     ;48,55591         ;682,7459          ;-12,38261            ;11691,52
        28 ;486,271667480469 ;112,548172940192         ;                 9 ;330,9007    ;False             ;1576,3       ;42,0354          ;486,2717          ;-7,776097            ;504150,2
        29 ;690,343078613281 ;200,587778113969         ;                 9 ;347,5299    ;False             ;2207,921     ;51,78003         ;690,3431          ;28,03468             ;186866,8
        30 ;652,856994628906 ;149,066178982973         ;                 9 ;347,5299    ;False             ;2115,464     ;50,17163         ;652,857           ;18,4906              ;425978,5
