Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;3046,70190429688 ;290,992353591125         ;                 9 ;352,5898    ;True              ;        2760 ;104,5791         ;804,6956          ;53,0326              ;7132982
         2 ;3606,45361328125 ;983,441752330214         ;                 9 ;352,5898    ;True              ;        2760 ;112,2868         ;802,3101          ;80,85622             ;1535465
         3 ;3594,85961914063 ;1796,24653151035         ;                 9 ;345,6883    ;True              ;        2760 ;136,3873         ;827,5111          ;3,94315              ;1651403
         4 ;3604,6875        ;2208,09657745361         ;                 9 ;333,8685    ;True              ;        2760 ;107,5984         ;864,1841          ;25,80503             ;1553125
         5 ;3604,06420898438 ;1892,87341703102         ;                 9 ;347,2948    ;True              ;        2760 ;99,84644         ;829,2327          ;25,8707              ;1559359
         6 ;3650,771484375   ;2438,58847097456         ;                 9 ;347,2974    ;True              ;        2760 ;86,51862         ;839,1689          ;54,25904             ;1092286
         7 ;3594,19775390625 ;2665,55054321289         ;                 9 ;347,2974    ;True              ;        2760 ;99,19965         ;850,7894          ;44,79376             ;1658021
         8 ;3654,44482421875 ;2800,18751831055         ;                 9 ;347,2974    ;True              ;        2760 ;88,34137         ;833,7332          ;39,93402             ;1055552
         9 ;3711,267578125   ;2626,27286987305         ;                 9 ;327,3578    ;True              ;        2760 ;87,75586         ;841,4471          ;34,97503             ;487324,7
        10 ;3568,31420898438 ;2713,11183601618         ;                 9 ;357,4147    ;True              ;        2760 ;82,92896         ;852,0438          ;39,00599             ;1916857
        11 ;3404,27612304688 ;2404,60813074112         ;                 9 ;353,0909    ;True              ;        2760 ;89,74475         ;850,8689          ;42,01536             ;3557239
        12 ;3707,25927734375 ;2238,58532469273         ;                 9 ;340,2713    ;True              ;        2760 ;88,14514         ;856,0562          ;41,41801             ;527406,7
        13 ;3727,85717773438 ;2590,35791015625         ;                 9 ;349,1558    ;True              ;        2760 ;87,04529         ;863,2292          ;26,76965             ;321427,8
        14 ;3719,50512695313 ;2695,3134997691          ;                 9 ;347,2974    ;True              ;        2760 ;80,27148         ;872,367           ;30,04903             ;404949,6
        15 ;3682,63403320313 ;2556,9494562149          ;                 9 ;365,9397    ;True              ;        2760 ;99,38977         ;864,2131          ;45,78502             ;773659,4
        16 ;3752,92724609375 ;2714,30246668458         ;                 9 ;365,9397    ;True              ;        2760 ;90,07043         ;860,5158          ;22,90729             ;70728,2
        17 ;3701,19677734375 ;2187,98204842759         ;                 9 ;311,0532    ;True              ;        2760 ;160,1444         ;844,7665          ;71,21375             ;588032
        18 ;3660,73193359375 ;2580,58343343735         ;                 9 ;340,2713    ;True              ;        2760 ;98,58154         ;857,1197          ;39,14368             ;992679,7
        19 ;3686,654296875   ;2507,55745508075         ;                 9 ;340,2713    ;True              ;        2760 ;101,1318         ;864,6343          ;14,12742             ;733458,1
        20 ;3669,13134765625 ;2406,06967619658         ;                 9 ;340,2713    ;True              ;        2760 ;82,17993         ;849,7081          ;60,83081             ;908687,5
        21 ;3682,63916015625 ;2696,48512948751         ;                 9 ;340,2713    ;True              ;        2760 ;94,11841         ;861,7747          ;10,18622             ;773607,6
        22 ;3537,50561523438 ;2603,35752791315         ;                 9 ;353,3604    ;True              ;        2760 ;88,83911         ;854,5012          ;53,58628             ;2224943
        23 ;3658,060546875   ;2898,11985970736         ;                 9 ;344,997     ;True              ;        2760 ;80,8335          ;874,134           ;59,06096             ;1019394
        24 ;3565,76220703125 ;2457,53748168945         ;                 9 ;359,9271    ;True              ;        2760 ;76,77734         ;847,2037          ;33,07513             ;1942378
        25 ;3414,27221679688 ;2699,57227634639         ;                 9 ;362,0775    ;True              ;        2760 ;88,68164         ;864,5042          ;40,26551             ;3457277
        26 ;3635,1162109375  ;2722,6380851984          ;                 9 ;360,4394    ;True              ;        2760 ;85,79004         ;857,9725          ;27,89156             ;1248839
        27 ;3611,45556640625 ;2571,61957397461         ;                 8 ;331,2958    ;True              ;        2760 ;146,8516         ;812,8397          ;50,28529             ;1485445
        28 ;3600,00317382813 ;2608,28989316821         ;                 8 ;331,2958    ;True              ;        2760 ;162,1877         ;846,1395          ;18,77448             ;1599968
        29 ;3515,42993164063 ;2261,3975297451          ;                 8 ;331,2958    ;True              ;        2760 ;155,7554         ;835,0435          ;54,7107              ;2445701
        30 ;3522,75048828125 ;2397,60293731689         ;                 8 ;331,2958    ;True              ;        2760 ;136,6406         ;836,3137          ;35,20798             ;2372495
