Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;2694,29077148438;1018,90416634977;10;376,3422;False;2780,56;86,26878;544,9268;21,8792;87280,63
2;3322,7734375;1738,82875009179;10;376,3422;False;3442,005;119,2318;669,0761;46,44943;44797,21
3;4279,78125;2049,1256991148;9;296,699;True;4450;170,2189;861,6207;170,1226;7965321
4;4270,70849609375;2608,27283706665;9;296,699;True;4450;179,2917;856,257;71,38087;3798168
5;4286,93115234375;2992,30784912109;9;265,5233;True;4450;163,0688;844,7327;41,15127;1648668
6;4289,55712890625;3094,63218011856;9;265,5233;True;4450;160,443;855,6957;63,29526;4306691
7;4288,12890625;3081,28814697266;9;281,9361;True;4450;161,871;844,5811;106,3861;1,100066E+07
8;4295,34521484375;3043,1955078125;9;288,3032;True;4450;154,6547;860,1206;89,54598;4112755
9;4288,93408203125;3497,92659300566;9;266,5913;True;4450;161,0659;838,4906;-44,52079;4585382
10;4295,9755859375;3154,06815185547;9;285,815;True;4450;154,0247;841,9988;59,05077;895390,3
11;4293,0458984375;3298,29075622559;9;285,815;True;4450;156,9541;830,633;18,68505;2005991
12;4294,2392578125;4004,40533447266;9;285,815;True;4450;155,761;829,4001;48,61794;607124,6
13;4305,98291015625;3533,76720581055;9;271,3567;True;4450;144,0171;835,079;29,11093;1034290
14;4302,8740234375;3187,25944963694;9;269,0442;True;4450;147,1262;843,389;72,6593;751263,3
15;4305,619140625;3552,82174072266;9;269,0442;True;4450;144,3806;836,852;73,5966;378184,8
16;4301,85107421875;3186,75300527811;9;283,6367;True;4450;148,1489;815,1636;135,864;1610125
17;4313,900390625;3659,31597900391;9;282,9206;True;4450;136,0994;848,2498;-30,25512;1163508
18;4310,50390625;3860,1656668663;9;269,0442;True;4450;139,4963;835,1497;103,0814;2877519
19;4328,9296875;3451,68245489597;9;269,0442;True;4450;121,0701;851,2512;77,69162;2823178
20;4317,6611328125;4154,47922363281;9;269,0442;True;4450;132,3389;840,3447;105,5189;4137295
21;4317,80712890625;3820,25870361328;9;269,0442;True;4450;132,1929;844,5027;83,19913;6509491
22;4319,74853515625;3969,77111394405;9;269,3403;True;4450;130,2515;827,0794;107,1024;1753447
23;4329,53955078125;4210,44793701172;9;269,3403;True;4450;120,4604;849,7252;80,69614;953941,1
24;4324,1083984375;3991,85963919759;9;269,3403;True;4450;125,8916;811,7867;53,77916;1385560
25;4326,046875;3609,43012889475;9;269,3403;True;4450;123,9531;832,4586;66,32386;824664,3
26;4327,29150390625;3900,77055148482;9;269,3403;True;4450;122,7085;841,7805;63,73057;1219340
27;4333,84130859375;3827,38939907551;9;269,3403;True;4450;116,1587;845,3984;32,49213;5972893
28;4334,8564453125;3959,01329345703;9;263,7076;True;4450;115,1436;847,7934;42,90995;1707639
29;4328,89697265625;4162,30855712891;9;272,6204;True;4450;121,103;841,1987;87,06476;5935636
30;4331,80419921875;3465,57560152411;9;263,7076;True;4450;118,1958;838,8103;118,5889;836537,8
