Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;11701711;1363973,01269531;8;383,5092;True;4450;182,5983;877,5122;389,5158;4184527
2;16035252;2410445,465625;8;383,5092;True;4450;186,5392;863,5065;110,9495;4307048
3;5393306;1856755,55390625;8;383,5092;True;4450;183,7222;874,2725;322,5965;1727785
4;5055248;1950799,703125;9;332,8838;False;4002,118;219,5414;791,8551;-65,44465;381243,5
5;17556310;3227087,91054688;9;332,8838;True;4450;225,5446;872,021;148,0259;4131087
6;17460292;3925274,409375;9;332,8838;True;4450;233,2838;877,655;108,9548;4118459
7;15651576;3643593,55;9;332,8838;True;4450;228,5254;876,2755;176,8312;6558892
8;22428454;2660975,89375;9;332,8838;True;4450;228,0557;877,9136;163,466;5332008
9;14007710;2645782,775;9;332,8838;True;4450;215,6262;870,1742;218,3947;4069893
10;35770472;7746208,63261719;9;349,1927;True;4450;173,7246;874,6078;137,2698;7416753
11;18005610;4846704,80371094;9;332,8838;True;4450;222,3958;866,3274;137,1071;4592310
12;26352334;5279201,90273437;9;332,8838;True;4450;215,8997;867,7403;196,5218;7532862
13;19616852;4778712,3453125;9;329,8161;True;4450;206,532;866,8221;185,9015;7320623
14;25809402;8121897,40078125;9;329,8161;True;4450;191,4968;864,8171;251,3379;1,052992E+07
15;20505020;6880376,95390625;9;358,892;True;4450;199,1311;873,9711;188,0346;5102887
16;24114754;7408209,609375;9;320,509;True;4450;192,323;878,1169;177,2863;7466482
17;34422284;6799972,296875;9;330,5467;True;4450;191,3774;858,9068;280,5334;1,255465E+07
18;30652240;7610066,21015625;9;358,892;True;4450;193,9932;875,186;236,8327;1,19141E+07
19;24857432;6517468,3828125;9;342,2216;True;4450;200,5527;867,2402;258,8895;8230936
20;25943074;7606928,85820313;9;361,5019;True;4450;190,9976;869,6302;247,6028;9670938
21;25167714;5157970,38515625;9;385,8217;True;4450;202,4482;879,2301;195,0518;9334807
22;18343306;6023223,95390625;9;358,892;True;4450;194,4556;872,1448;198,9387;4562806
23;47382936;7522921,47695312;10;362,4532;True;4450;196,814;867,1225;233,8686;9854779
24;31672760;9172399,321875;10;360,3139;True;4450;216,0962;871,4279;134,4202;8758131
25;25674086;8375799,1171875;10;349,7663;True;4450;189,7686;870,8304;138,4789;9003975
26;31211396;5092455,16757813;9;352,093;True;4450;191,7949;862,5222;260,5129;6457409
27;32748078;13566132,76875;10;349,7663;True;4450;185,7803;867,1546;178,4475;1,148664E+07
28;31239838;11360690,2765625;9;352,093;True;4450;195,7354;866,3053;224,9531;1,149985E+07
29;35140448;8770875,28984375;10;348,7881;True;4450;192,4775;878,2509;209,2759;1,369059E+07
30;34510508;11038871,0398437;10;348,7881;True;4450;191,8276;864,928;240,7513;1,197706E+07
