Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;1816,02709960938 ;364,937069418468         ;                 9 ;329,242     ;False             ;1374,888     ;40,35206         ;441,1395          ;160,3411             ;81744,42
         2 ;1964,70751953125 ;1039,85939540863         ;                 9 ;329,242     ;False             ;1493,536     ;46,3441          ;471,1716          ;-22,48236            ;35566,29
         3 ;2567,02709960938 ;1338,01302896738         ;                 9 ;329,242     ;False             ;1944,837     ;56,50243         ;622,1903          ;8,61567              ;212531,6
         4 ;2798,9052734375  ;1851,64268798828         ;                 9 ;329,242     ;False             ;2119,22      ;54,70572         ;679,6852          ;-65,58836            ;42362,97
         5 ;2508,68530273438 ;1856,89020690918         ;                 8 ;340,3999    ;False             ;1899,821     ;48,36673         ;608,8644          ;36,36211             ;182373
         6 ;2797,17138671875 ;1899,25587158203         ;                 9 ;329,242     ;False             ;2116,846     ;63,25101         ;680,3257          ;1,167361             ;121981,6
         7 ;3000,19262695313 ;1812,1338760376          ;                 9 ;331,5729    ;True              ;2280         ;52,92148         ;720,1926          ;60,44731             ;7432105
         8 ;2792,83569335938 ;2101,1643951416          ;                 9 ;324,2821    ;False             ;2119,765     ;47,18073         ;673,0709          ;36,14357             ;112984,7
         9 ;2902,29907226563 ;2028,92925949097         ;                 9 ;325,5324    ;False             ;2201,051     ;56,29095         ;701,2486          ;-8,218579            ;664257,4
        10 ;2992,69946289063 ;2252,58215332031         ;                 9 ;331,5729    ;True              ;2280         ;43,31519         ;712,6995          ;264,1526             ;8006074
        11 ;3000,30493164063 ;2025,71837555766         ;                 9 ;321,4116    ;True              ;2280         ;53,00226         ;720,3049          ;183,9906             ;1750561
        12 ;3012,21215820313 ;2047,8222671032          ;                 9 ;313,2479    ;True              ;2280         ;54,41455         ;732,2122          ;-8,35427             ;553481,7
        13 ;2996,587890625   ;1839,80647818018         ;                 9 ;312,1758    ;True              ;2280         ;44,91736         ;716,588           ;282,2589             ;3543457
        14 ;3002,94165039063 ;2215,21170218941         ;                 9 ;319,0217    ;True              ;2280         ;39,5553          ;722,9417          ;370,7571             ;2393487
        15 ;3003,82104492188 ;2485,28601074219         ;                 9 ;330,5009    ;True              ;2280         ;39,41406         ;723,821           ;406,818              ;6949600
        16 ;2993,908203125   ;2363,87725715637         ;                 9 ;312,1758    ;True              ;2280         ;46,35229         ;713,9083          ;133,1863             ;1434101
        17 ;2991,01928710938 ;2170,39730834961         ;                 9 ;312,1758    ;True              ;2280         ;39,91699         ;711,0193          ;390,4248             ;1,326452E+07
        18 ;2997,48828125    ;2189,05488891602         ;                 9 ;346,9186    ;True              ;2280         ;42,83118         ;717,4883          ;248,3174             ;2404705
        19 ;2984,07080078125 ;2191,11199645996         ;                 9 ;326,6774    ;True              ;2280         ;43,56213         ;704,0709          ;350,0999             ;1,724756E+07
        20 ;3016,19311523438 ;2215,44173642993         ;                 9 ;342,8818    ;True              ;2280         ;79,01208         ;736,1931          ;157,7253             ;399370,8
        21 ;3011,94287109375 ;2284,22003555298         ;                 9 ;303,3526    ;True              ;2280         ;39,04614         ;731,9427          ;392,201              ;1,118852E+07
        22 ;2990,98559570313 ;2059,61031227112         ;                 9 ;347,1637    ;True              ;2280         ;46,56262         ;710,9856          ;273,9094             ;1,481127E+07
        23 ;2984,63525390625 ;1993,55710678101         ;                10 ;356,1565    ;True              ;2280         ;45,06982         ;704,6351          ;243,0629             ;9774456
        24 ;3000,953125      ;1967,46450273208         ;                 9 ;326,6774    ;True              ;2280         ;49,15234         ;720,9532          ;154,3263             ;261828
        25 ;2822,03344726563 ;2112,61329956055         ;                 9 ;326,6774    ;False             ;2152,054     ;41,84839         ;669,9798          ;317,9712             ;142285,7
        26 ;2999,93286132813 ;2473,32662963867         ;                 9 ;326,6774    ;True              ;2280         ;50,22144         ;719,9328          ;123,0024             ;1231217
        27 ;3006,92797851563 ;2153,05350160599         ;                 9 ;341,8806    ;True              ;2280         ;45,4585          ;726,9279          ;213,5566             ;1,031204E+07
        28 ;3004,35864257813 ;2467,03860473633         ;                 9 ;305,4999    ;True              ;2280         ;42,48145         ;724,3586          ;304,7943             ;1,228329E+07
        29 ;3007,14379882813 ;2026,61360473633         ;                 9 ;346,7762    ;True              ;2280         ;48,69263         ;727,1437          ;155,428              ;3506995
        30 ;2998,56274414063 ;2355,56340942383         ;                 9 ;354,892     ;True              ;2280         ;52,82764         ;718,5627          ;160,23               ;9226736
