Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;2683,37915039063;822,021928715706;8;292,9294;False;2788,776;105,3973;542,7477;-59,10991;38464,47
2;3189,21655273438;1565,36138207316;8;292,9294;False;3329,758;140,5412;641,8283;2,386828;69890,16
3;4268,7890625;2600,28806304932;8;293,346;True;4450;181,2107;857,4799;78,00423;1459864
4;4264,609375;2701,60122292042;8;293,346;True;4450;185,3905;842,9816;62,70608;1078283
5;4269,158203125;3384,23306405544;8;293,346;True;4450;180,8417;839,3652;85,7966;1367590
6;4275,982421875;3957,70716552734;8;293,346;True;4450;174,0177;825,0024;76,04387;553060,1
7;4271,681640625;3526,50168457031;8;293,346;True;4450;178,3186;846,5774;77,94823;928202,8
8;4271,97314453125;3673,26687011719;8;293,346;True;4450;178,0267;850,3524;-9,658542;990652,5
9;4278,26318359375;3902,1603515625;8;294,7957;True;4450;171,7369;856,3879;62,39539;2040523
10;4279,2412109375;3537,47691040039;8;294,7957;True;4450;170,7588;855,9199;-6,519926;1301399
11;4280,6728515625;3608,85607910156;8;294,7957;True;4450;169,3271;847,6214;94,52003;7726217
12;4290,427734375;3462,69715862274;8;287,3367;True;4450;159,5725;865,5137;103,3506;520803,6
13;4291,66162109375;3624,93381347656;9;313,7733;True;4450;158,3384;844,7289;79,27754;2181027
14;4294,6845703125;3832,77941894531;8;271,7273;True;4450;155,3152;857,6703;51,38954;1585905
15;4305,58984375;3175,81905140877;8;287,3367;True;4450;144,4099;862,0865;90,06078;1159221
16;4299,45361328125;3798,62227783203;8;287,3367;True;4450;150,5464;860,1558;58,65584;6802663
17;4287,2119140625;3495,28280639648;8;288,5597;True;4450;162,7883;845,3714;112,6193;456433,2
18;4292,33154296875;3671,69718017578;8;288,5597;True;4450;157,6685;849,9705;103,5615;624129,3
19;4300,904296875;3625,24445800781;8;288,5597;True;4450;149,0957;841,1296;75,95036;1374296
20;4298,705078125;3874,67457275391;8;278,1684;True;4450;151,2949;853,8864;99,95506;1057471
21;4300,34912109375;3702,42630004883;8;288,579;True;4450;149,6509;860,2415;47,14098;7740488
22;4292,90380859375;3597,98081350327;8;288,5597;True;4450;157,0962;850,9045;94,62569;2340443
23;4293,81494140625;3773,46410522461;8;288,5597;True;4450;156,1851;849,1667;-7,13243;1174667
24;4301,21044921875;3390,94587402344;8;283,3073;True;4450;148,7896;844,8496;66,55757;5249715
25;4300,48095703125;3706,56782226563;8;288,5597;True;4450;149,519;833,5685;-9,532287;1472875
26;4299,6455078125;3801,83366699219;8;276,105;True;4450;150,3545;834,1812;60,15346;209983,9
27;4299,56787109375;3155,75294505358;8;276,105;True;4450;150,4321;860,6151;91,26769;947341,1
28;4304,65234375;3974,36901855469;8;283,3073;True;4450;145,3477;827,7253;12,94574;303852,1
29;4302,16162109375;3652,41706390381;8;283,3073;True;4450;147,8384;852,2065;17,37863;4343108
30;4298,89501953125;3819,18975830078;8;283,3073;True;4450;151,105;858,2385;115,8604;4458841
