Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1146,39697265625;160,870591466187;10;311,2455;False;2178,412;130,9128;702,8234;-13,59721;290633,2
2;1552,80517578125;432,031522178324;10;311,2455;True;2760;148,3781;876,4294;118,7346;5122096
3;1553,14831542969;692,975342430128;10;316,3468;True;2760;117,7696;849,2529;85,19004;1,105212E+07
4;1553,43225097656;937,877927333117;10;316,3468;True;2760;91,94217;826,2646;127,9907;9925355
5;1556,373046875;1065,02647907906;10;316,3468;True;2760;78,10468;841,8345;74,20795;9131370
6;1555,69836425781;1178,03919448853;10;326,8985;True;2760;87,09644;844,0801;74,77785;9156128
7;1555,67041015625;1194,84555358887;10;317,973;True;2760;100,8073;857,5112;33,68056;4435804
8;1554,93432617188;1266,02250142656;10;313,7697;True;2760;80,8042;830,1478;86,3866;7607231
9;1555,03137207031;1316,02927952055;10;322,8607;True;2760;96,05847;846,3716;100,4062;5860721
10;1556,49255371094;1189,17045841217;10;331,5869;True;2760;85,85693;850,783;97,51527;4233194
11;1556,26416015625;1285,85060398579;10;313,7697;True;2760;81,36609;844,0082;88,24664;2926817
12;1555,73669433594;1074,18552080984;10;357,0865;True;2760;87,54346;844,9107;113,1644;993392
13;1556,11633300781;1310,84076922834;10;357,0865;True;2760;85,9823;847,1459;104,9253;5399053
14;1557,06433105469;1242,35135942698;10;348,9413;True;2760;82,51001;853,1538;98,67339;1734797
15;1554,94787597656;1482,3725189209;10;355,0529;True;2760;83,94775;833,4259;113,237;4918730
16;1553,64392089844;1428,21166687012;10;365,2602;True;2760;97,39331;833,8323;87,32119;1,063036E+07
17;1554,04846191406;1353,97508052588;10;353,5264;True;2760;88,33887;828,8232;106,5175;1,473101E+07
18;1553,79431152344;1434,11673278809;10;353,5264;True;2760;80,02637;817,9693;99,22299;2869028
19;1555,0107421875;1315,37352666855;10;358,8285;True;2760;96,26172;846,369;133,1886;5565574
20;1556,58117675781;1393,26628684998;10;363,686;True;2760;86,16528;851,9774;109,3947;332150
21;1556,11572265625;1428,72806243896;10;345,8265;True;2760;68,25366;829,4108;94,17407;4048043
22;1554,056640625;1390,30363311768;10;362,7297;True;2760;84,75195;825,3181;83,28745;8330947
23;1554,23864746094;1293,61476466134;10;356,3141;True;2760;85,16968;827,5557;119,3226;5267668
24;1554,22863769531;1393,93646850586;10;356,3141;True;2760;81,4248;823,7108;73,73757;2342473
25;1554,30883789063;1399,75786406547;10;356,3141;True;2760;90,91772;834,0059;95,71121;7663483
26;1553,71704101563;1401,1229888916;10;352,3104;True;2760;83,00513;820,1758;60,12012;5296193
27;1552,92053222656;1430,49261627197;10;352,5762;True;2760;95,85181;825,0572;93,06672;8864378
28;1554,93664550781;1547,6241027832;10;352,3104;True;2760;90,78101;840,1475;81,94122;3655398
29;1554,78918457031;1320,21438336372;10;352,3104;True;2760;90,48804;838,3801;115,4549;252858,3
30;1556,80700683594;1476,74109861255;10;363,3091;True;2760;77,45605;845,5264;128,5959;3467750
