Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;965,166870117188;240,398328566551;9;276,7056;False;1007,826;42,65864;275,5518;8,672377;13172,4
2;2638,35913085938;743,304031538963;9;358,3965;True;2760;121,6409;808,3815;31,69731;63565,83
3;2611,39697265625;1014,75661144257;10;318,0959;True;2760;148,6029;820,9419;90,83621;629625,3
4;2295,54956054688;1358,88944702148;9;358,3965;False;2398,448;102,8986;751,497;8,799291;58832,38
5;2316,927734375;1296,80789942741;9;355,555;False;2424,891;107,9633;727,0092;55,96929;22689,41
6;2141,09301757813;1233,52130088806;9;358,3965;False;2223,374;82,28082;679,1277;6,55679;27230,81
7;2194,48046875;1528,49956970215;9;361,9925;False;2306,323;111,8428;711,2867;16,11356;30460,74
8;2668,74926757813;1438,04968189001;9;358,3965;True;2760;91,25079;842,0453;31,45638;2568736
9;2666,62280273438;1842,72883911133;9;358,3965;True;2760;93,3772;849,0882;35,02098;2784451
10;2667,8203125;2042,66879882813;9;358,3965;True;2760;92,17957;853,9447;51,09201;4596016
11;2670,63598632813;2352,32562255859;9;358,3965;True;2760;89,36401;840,8244;43,1223;3242164
12;2669,78198242188;2043,44908146858;9;346,3556;True;2760;90,21802;841,5974;37,73931;5372304
13;2679,609375;1931,52560223341;9;358,3965;True;2760;80,39075;851,2053;26,90946;3351140
14;2679,87036132813;2332,74743179381;9;358,3965;True;2760;80,12964;878,3866;45,331;3046329
15;2673,85693359375;2248,50908204615;9;335,6507;True;2760;86,14307;845,2969;40,67414;4530641
16;2675,23388671875;2170,13204345703;9;355,7317;True;2760;84,76624;842,3742;34,30749;5406612
17;2673,86694335938;2079,74452905655;9;350,2882;True;2760;86,13306;808,9628;29,43062;5546637
18;2673,7412109375;2256,18150634766;9;336,9866;True;2760;86,25879;839,0709;28,22641;3817106
19;2671,69677734375;2290,25823974609;9;355,0105;True;2760;88,30322;857,7781;38,69447;4597550
20;2671,72314453125;2341,11239624023;9;353,9562;True;2760;88,27686;851,3759;34,07521;3174006
21;2677,26904296875;2079,50122070313;9;333,1349;True;2760;82,73096;860,0458;48,46712;1961274
22;2674,80517578125;2265,45719609857;9;340,7356;True;2760;85,19482;829,7589;38,44894;852956,3
23;2678,6103515625;2203,79282956123;9;340,7356;True;2760;81,38965;827,4282;39,89173;8759199
24;2677,22143554688;2249,59366455078;9;321,2005;True;2760;82,77856;853,6694;36,39928;5891903
25;2676,70483398438;2569,65548095703;9;346,4449;True;2760;83,29517;854,2775;36,77703;9329951
26;2679,67065429688;2101,59077758789;9;332,4521;True;2760;80,32935;804,4356;28,02076;6958333
27;2688,6767578125;2563,39193725586;9;337,2407;True;2760;71,32324;869,2549;32,31234;1598129
28;2697,85107421875;2365,36496090889;8;335,3207;True;2760;62,14893;871,4842;39,57875;4792227
29;2693,30029296875;2416,69248046875;9;334,5944;True;2760;66,69971;852,5421;38,83244;1,524762E+07
30;2693,27661132813;2301,51963143349;9;334,5944;True;2760;66,72339;855,6354;36,95921;2232865
