Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;4675,7607421875;1403,22968534101;9;316,8152;True;4450;195,7408;867,6836;147,9446;7742395
2;5243,39501953125;2291,53256236389;9;253,6413;True;4450;192,9788;877,5452;233,1457;2066052
3;5396,306640625;2847,65108916201;9;335,4724;True;4450;248,6217;876,4945;243,7446;536932,1
4;5411,9189453125;3109,51614316255;9;335,4724;True;4450;249,3091;874,2557;244,81;380810,9
5;5414,29833984375;3849,71376680732;9;335,4724;True;4450;248,566;876,3736;231,47;357018,7
6;5420,46630859375;3825,55891969651;9;333,6405;True;4450;245,037;872,2197;258,074;295337,2
7;5421,83203125;4629,30506054908;9;295,7115;True;4450;242,297;865,1955;263,4525;281681,6
8;5428,36767578125;4661,01322201192;9;333,6405;True;4450;246,201;869,0526;271,079;216324,4
9;5423,50732421875;4314,78131524995;9;335,4724;True;4450;248,9658;875,424;214,3602;264925,3
10;5426,90673828125;4912,31203613281;9;335,4724;True;4450;249,1533;874,6921;223,3656;230930,8
11;5421,77880859375;4826,18629863709;9;335,4724;True;4450;248,6331;876,0546;235,5861;282212,6
12;5429,54296875;4690,40495882034;9;335,4724;True;4450;247,3284;865,2234;267,9113;204570,8
13;5421,32861328125;4782,4681640625;9;335,4724;True;4450;249,5884;873,5421;238,654;286715,5
14;5415,80078125;4780,17795410156;9;335,4724;True;4450;248,575;876,6207;222,7629;341993,6
15;5419,142578125;4541,00437316895;9;335,4724;True;4450;249,5557;873,4102;248,0573;308573
16;5419,43798828125;4371,37752829194;9;335,573;True;4450;249,9617;872,5738;246,9194;305618,1
17;5425,2197265625;4362,08555668201;9;335,573;True;4450;248,4639;876,8351;234,3665;247803,6
18;5425,93798828125;4109,70532889478;9;335,4724;True;4450;246,687;867,437;253,145;240618,2
19;5411,412109375;3769,60583414882;9;333,5365;True;4450;247,687;879,0276;254,8409;385879
20;5421,3603515625;4352,88450234532;8;330,2744;True;4450;247,4805;864,6816;271,547;286394,2
21;5427,22509765625;4652,89996337891;8;330,2744;True;4450;246,8511;866,9785;253,8352;227747,9
22;5430,59033203125;4569,13632940725;8;330,2744;True;4450;246,2935;868,5699;222,5937;194095,8
23;5430,2587890625;4137,60607421249;8;328,3396;True;4450;220,6353;867,2886;296,8117;197412,4
24;5423,9951171875;4802,94405517578;8;330,2744;True;4450;247,1489;865,8854;260,0227;260049,9
25;5430,20849609375;4988,13958740234;8;330,2744;True;4450;249,2388;873,9463;232,1317;197916,7
26;5426,81884765625;5232,29981689453;8;325,7189;True;4450;217,5796;878,0464;274,945;231812
27;5423,697265625;4459,75730069876;8;330,2744;True;4450;246,2026;868,6043;251,3574;263029,6
28;5421,05615234375;4842,74354248047;8;327,4804;True;4450;249,5386;873,8588;247,7759;289440,2
29;5424,4638671875;4941,33145751953;8;324,367;True;4450;245,5928;870,597;265,4212;255361,5
30;5421,255859375;4643,09029541016;8;324,367;True;4450;245,4229;871,297;273,138;287443
