Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;2389,41381835938;798,859844384971;8;268,2093;True;4450;225,8816;870,0198;213,5262;2553888
2;2390,78369140625;1227,64140416482;8;268,2093;True;4450;215,4054;873,2426;83,34417;2065975
3;2390,41235351563;1441,84128395384;8;268,2093;True;4450;219,589;873,7137;205,5539;1535644
4;2392,63427734375;1710,75767430766;9;369,3931;True;4450;190,2507;866,5938;197,6815;3857605
5;2389,0458984375;1610,19348957674;9;388,1047;True;4450;234,1439;874,6025;164,6464;1564807
6;2394,25341796875;2044,32359217335;9;367,6912;True;4450;179,4015;871,9359;217,5872;3593493
7;2395,33666992188;1783,84256181717;9;360,4769;True;4450;173,0658;876,4314;129,174;7917854
8;2396,30834960938;1839,33098449707;9;374,6348;True;4450;162,5164;875,6002;132,4632;2696657
9;2393,9560546875;1764,89808492661;9;316,195;True;4450;183,9905;873,5519;225,9787;3302408
10;2395,97680664063;1720,36080169529;9;374,6348;True;4450;167,1353;876,9035;147,5089;4982404
11;2396,05615234375;1721,62632370591;9;374,6348;True;4450;163,1968;873,7594;291,1012;4233696
12;2395,14111328125;2093,5235534668;9;374,6348;True;4450;161,2517;862,662;215,8577;7542839
13;2395,06298828125;1843,5416519165;9;372,1277;True;4450;173,3884;874,0176;180,492;1753776
14;2395,38037109375;1856,57552926252;9;372,1277;True;4450;164,5835;868,3882;271,3902;1711081
15;2392,53833007813;1795,64651314216;9;360,1492;True;4450;198,8301;874,2126;193,9758;8504828
16;2393,49365234375;2222,96254272461;9;360,8634;True;4450;188,604;873,5414;210,2828;2785761
17;2392,83081054688;2046,05341451168;9;391,2784;True;4450;197,8735;876,1827;207,7702;2222044
18;2392,65576171875;2229,67082519531;9;359,1086;True;4450;194,2334;870,79;216,5191;1440783
19;2392,45263671875;1947,41707370281;9;360,1498;True;4450;198,8945;873,4205;204,6797;1879958
20;2393,5810546875;1873,33640386462;9;362,3394;True;4450;180,4434;866,2529;187,1957;1307802
21;2394,72998046875;2257,53694458008;9;359,1086;True;4450;173,8892;871,1901;260,0523;1271208
22;2394,72290039063;2050,04998550415;9;351,2449;True;4450;174,0317;871,2603;228,4221;3103661
23;2394,33984375;2124,69510033131;9;359,1086;True;4450;179,0894;872,4866;205,8595;6334650
24;2394,64038085938;2249,26394950123;9;359,6911;True;4450;178,0049;874,4097;200,138;2070490
25;2394,74853515625;2393,19291992187;9;359,9492;True;4450;177,7378;875,2228;176,5977;1752838
26;2394,8115234375;2142,15870281309;9;340,5918;True;4450;169,7979;867,9136;216,9027;1473585
27;2395,18627929688;2094,89572311398;9;359,9492;True;4450;172,7437;874,6064;223,3995;1247666
28;2394,7392578125;2275,43751945496;8;360,0711;True;4450;177,8462;875,238;177,0141;1045201
29;2395,24877929688;2149,08233737946;9;351,3569;True;4450;172,6699;875,157;183,2383;1158444
30;2395,30493164063;1976,58883666992;9;372,6166;True;4450;172,6719;875,7203;152,6229;1393687
