Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;4702,42578125;1164,87049037628;10;353,3579;True;4450;214,6691;872,1875;276,5749;2524259
2;4166,95654296875;2313,60614963323;10;349,0682;False;4144,881;192,7163;816,658;-49,63261;220756,3
3;4961,689453125;3082,88149659634;10;379,0653;True;4450;233,4769;876,0405;256,6188;5116894
4;5115,4267578125;3091,77297363281;10;346,9244;True;4450;204,5549;873,4628;199,3267;6654270
5;4995,22900390625;3074,54054219723;10;386,5811;True;4450;223,4785;875,5059;97,59177;5452292
6;5078,2119140625;2623,88101959229;10;353,4753;True;4450;185,6643;869,3269;234,5988;6282120
7;4772,94970703125;2916,4310475409;10;346,9244;True;4450;195,4285;865,5447;263,2088;3229498
8;5229,81982421875;3316,03070068359;10;324,9551;True;4450;189,9445;871,7086;226,6628;7798200
9;5371,0068359375;3168,26508178711;10;324,9551;True;4450;192,1858;863,773;248,2169;9210067
10;4884,06201171875;3745,11389160156;10;324,9551;True;4450;191,2341;863,6141;160,1797;4340619
11;4906,7412109375;3600,70595468283;10;324,9551;True;4450;197,8525;876,0627;183,4715;4567415
12;4910,4658203125;3592,32629651129;10;318,0629;True;4450;181,3535;864,9829;265,3965;4604659
13;5206,5283203125;3484,45007547736;10;324,9551;True;4450;193,26;873,8144;108,2675;7565283
14;5022,72509765625;4064,58083934784;10;324,9551;True;4450;203,6135;875,3893;13,86641;5727251
15;4975,1845703125;3343,26879104972;10;324,9551;True;4450;199,4753;872,2538;144,8048;5251845
16;5387,41845703125;3640,08725585938;10;324,9551;True;4450;187,52;877,3912;38,10562;9374185
17;5408,74658203125;4201,71322021484;10;326,6659;True;4450;185,2642;869,2683;194,0501;9587465
18;5115,47412109375;3391,18540545702;10;307,4737;True;4450;186,1475;865,8036;211,2914;6654744
19;5013,3740234375;3693,44686279297;10;307,3351;True;4450;185,6729;871,1549;147,5681;5633740
20;5125,068359375;3449,11059875488;10;307,3351;True;4450;192,2354;879,1269;119,465;6750682
21;5114,697265625;3220,48123677373;10;319,4079;True;4450;188,5024;874,234;156,6552;6646974
22;5050,1943359375;3608,56091725826;10;324,8165;True;4450;186,3105;861,2399;208,9567;6001945
23;5598,1708984375;4027,63554077148;10;307,3351;True;4450;192,4473;855,6008;200,8147;1,148171E+07
24;4995,36181640625;3632,71910400391;10;307,3351;True;4450;184,4795;871,7858;169,165;5453620
25;5315,91015625;3462,88287537098;10;304,6891;True;4450;186,9702;863,8275;189,3585;8659102
26;5376,43994140625;3750,91271877289;10;306,816;True;4450;207,3047;864,8141;181,4867;9264398
27;4977,78857421875;3502,50462646484;10;327,8165;True;4450;190,3003;870,853;110,6372;5277885
28;5112,3056640625;3803,09121180773;10;307,3351;True;4450;198,4951;874,0405;189,616;6623058
29;5009,56103515625;3672,75024729967;10;328,5003;True;4450;197,1309;863,0005;241,8913;5595611
30;5192,701171875;3837,40843505859;10;305,7438;True;4450;228,8379;873,2421;106,1593;7427011
