Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;880,018493652344;232,363997601648;10;264,5257;False;1654,613;39,83735;527,1201;152,4385;1386613
2;876,954711914063;400,428943957388;6;358,8974;False;1649,636;47,23795;521,3682;-6,440952;214327,1
3;898,704711914063;575,478139860928;6;358,8974;False;1689,859;51,05775;537,7534;26,72338;122878,2
4;1150,49560546875;631,774284445494;6;357,5981;False;2163,213;58,73672;688,8907;-80,94341;150384
5;1009,18231201172;585,29998062849;6;342,2881;False;1896,952;57,09314;607,0622;79,28965;43502,92
6;1196,33972167969;838,533975219727;10;305,4208;False;2250,597;43,56906;710,4108;84,22379;1198243
7;1311,77001953125;656,22791519165;10;272,0922;True;2280;47,47064;717,7004;6,764855;3301897
8;1311,86694335938;681,715622036159;10;295,4134;True;2280;49,26593;718,6692;-50,26558;6033909
9;1127,89013671875;728,21611969173;10;295,4134;False;2122,898;45,54425;664,4119;-71,7317;31881,65
10;1312,1689453125;819,803631591797;10;302,604;True;2280;46,01031;721,6895;64,28186;1190027
11;1173,36328125;856,031279563904;10;298,9312;False;2206,254;49,81628;702,3617;-32,98428;652743
12;1308,56860351563;802,52865921855;10;311,1191;True;2280;41,4043;685,6859;239,2271;2116939
13;1308,47509765625;785,807089328766;10;305,4208;True;2280;41,91302;684,7512;274,0314;1,481843E+07
14;1311,01843261719;845,191626644135;10;294,3695;True;2280;47,30322;710,1848;-19,67448;4636822
15;1311,95251464844;817,437280738354;10;309,5096;True;2280;43,08594;719,5251;215,9261;2878348
16;1311,88928222656;800,738538731635;10;298,4247;True;2280;47,36572;718,8931;36,90011;1,20481E+07
17;1310,83044433594;695,497120851278;10;298,4247;True;2280;49,74365;708,3047;167,2336;6935449
18;1311,20202636719;903,122268867493;10;298,4247;True;2280;43,20959;712,0201;201,5366;1,13424E+07
19;1311,60424804688;887,368381023407;10;298,4247;True;2280;49,5553;716,0428;-40,8326;3129204
20;1312,56506347656;898,17458704114;10;298,4247;True;2280;49,14038;725,6504;-54,23389;3519787
21;1311,62548828125;895,08094329834;10;298,4247;True;2280;46,10779;716,2552;221,7044;6622398
22;1312,18286132813;866,968377387524;10;297,999;True;2280;45,85327;721,8281;206,9827;2446453
23;1308,71740722656;704,173815917969;10;298,4247;True;2280;47,9325;687,1745;155,64;89172,97
24;1310,92041015625;907,997077387571;10;299,7563;True;2280;43,29443;709,2044;258,1503;195313,9
25;1309,6435546875;800,377263146639;10;302,3871;True;2280;44,08899;696,4351;274,8213;7041890
26;1311,14965820313;917,924314880371;10;281,1357;True;2280;53,39551;711,4961;7,387116;6017623
27;1310,32421875;972,34587097168;10;281,1357;True;2280;46,73083;703,2421;260,0716;1,485343E+07
28;1311,41479492188;930,799384307861;10;302,0036;True;2280;49,38745;714,1474;105,4554;2616618
29;1311,2236328125;919,392015186138;10;312,7603;True;2280;46,21606;712,236;275,5573;1,037691E+07
30;1171,75476074219;767,750654602051;10;312,7603;False;2205,219;47,44189;691,4518;-71,02203;100509,4
