Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;4444670,5;1211841,97949219;10;369,8829;False;2410,608;92,12933;477,1146;11,49683;185001,3
2;3447827;1426911,87929688;10;366,5497;False;3873,257;160,636;759,8188;5,971285;227310,8
3;3190190,25;1417744,6140625;10;366,5497;False;4404,503;199,2398;868,6001;-38,98816;247974,5
4;19073842;3335925,15449219;10;371,1272;True;4450;175,3094;867,9186;261,6089;7463214
5;21437556;5260861,5953125;10;371,1272;True;4450;180,334;869,3256;165,1779;7479847
6;27731808;5542782,8203125;10;371,1272;True;4450;180,4935;867,902;329,9554;1,077499E+07
7;19856742;3935655,2390625;10;360,2169;True;4450;185,3167;876,3622;143,3692;6924536
8;25218680;3755838,7375;10;360,2169;True;4450;177,8817;875,7261;210,8104;6317039
9;24301678;6708565,24375;10;360,2169;True;4450;185,896;867,9314;231,8696;7072066
10;19625030;3077178,0828125;10;360,2169;True;4450;177,2186;878,5568;112,288;6571331
11;20574748;5592831,9375;10;358,0709;True;4450;176,2908;866,7541;226,8727;7989468
12;21769010;4447353,4671875;10;373,6547;True;4450;186,3687;867,7213;253,1773;5600632
13;12043785;3314547,05078125;9;353,2884;True;4450;188,4785;876,0989;152,8246;3608443
14;22796906;5535389,7703125;9;365,4336;True;4450;210,9626;869,602;236,7673;8520821
15;22578874;5332859,5046875;9;353,2884;True;4450;189,6719;871,5591;251,8197;7946361
16;28409034;6274574,81328125;10;373,6547;True;4450;178,844;874,2864;226,247;1,053288E+07
17;22629592;5851281,54042969;9;365,4336;True;4450;207,3879;879,2645;166,4904;5873811
18;20189682;6338729,58417969;10;345,9604;True;4450;200,9285;868,5956;190,9194;5185493
19;26460270;6129967,92851563;10;365,9541;True;4450;199,8301;873,0359;247,3349;9349712
20;21254992;6013726,415625;10;336,0052;True;4450;182,124;878,2546;162,668;4985140
21;23485746;7348036,18515625;10;381,3661;True;4450;180,2451;868,3535;240,2867;9092194
22;23760298;4307469,02675781;10;381,3661;True;4450;186,3638;862,647;267,7134;7350308
23;36086408;8352183,2546875;10;355,9988;True;4450;188,7617;874,9063;225,8263;1,252686E+07
24;27286772;7138966,18339844;10;336,0052;True;4450;192,8447;876,5284;184,0286;1,056094E+07
25;31213748;5330873,29960938;10;355,9988;True;4450;184,4653;872,1179;163,4547;9626078
26;29005234;4872228,79921875;10;335,6925;True;4450;182,1743;862,4046;133,3444;1,059566E+07
27;30522208;10958836,421875;10;336,0052;True;4450;190,9038;865,7714;153,7419;1,119337E+07
28;27282486;8028433,96875;10;358,9139;True;4450;198,3364;874,5343;174,4912;6680437
29;24145170;4874036,87265625;10;358,9139;True;4450;190,5693;867,8006;260,524;8784866
30;20497136;5278819,12890625;10;371,0675;True;4450;202,4321;878,7991;167,3026;5579888
