Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;3757,0146484375;876,583107417077;9;389,0362;False;3757,015;163,9568;734,249;36,1082;88276,59
2;3740,16528320313;1887,7565292716;10;299,7544;False;3740,165;225,2434;725,8447;-8,526875;134138
3;4450;2435,47051029205;10;289,7267;True;4450;183,7739;845,4828;51,04046;9241700
4;4450;2773,92920231819;10;289,7267;True;4450;178,7879;853,476;47,18852;5875586
5;4450;3350,24514160156;9;364,3029;True;4450;178,459;847,7011;72,67434;2936312
6;4450;3268,54695458412;9;364,3029;True;4450;179,0083;844,909;95,25063;2839858
7;4450;3667,87778320313;9;364,3029;True;4450;185,3854;840,8452;107,8134;3047885
8;4450;3198,10662841797;9;373,2446;True;4450;185,0996;842,7599;130,5309;1519413
9;4450;3212,27252187729;9;347,978;True;4450;190,3185;837,4212;115,5049;2303288
10;4450;3011,15364136696;9;347,978;True;4450;181,7386;855,0316;105,7715;1455072
11;4450;3487,14056649357;9;361,2437;True;4450;175,8723;859,4681;115,129;2044030
12;4450;3188,63746337891;9;347,978;True;4450;177,6292;851,3373;70,2058;1157106
13;4450;3757,20496826172;9;347,978;True;4450;176,2856;837,777;57,64585;721036,2
14;4450;3602,11889648438;9;347,978;True;4450;184,4563;824,9639;34,19154;1266080
15;4450;3258,75360245705;9;347,978;True;4450;173,2302;842,6204;50,17565;1635815
16;4450;3998,17830810547;9;347,978;True;4450;178,0964;836,0182;-14,15472;1320322
17;4450;3440,94307445735;9;348,5056;True;4450;198,0647;856,2512;77,40442;4185325
18;4450;3661,5094909668;9;348,5056;True;4450;186,6382;840,125;77,8092;3002623
19;4450;3877,64182739258;9;348,5056;True;4450;190,7612;839,6973;42,55056;3419911
20;4450;4083,52933349609;9;348,5056;True;4450;190,4829;840,1508;37,21037;3480492
21;4450;4160,70313720703;9;348,5056;True;4450;198,229;834,5322;60,50945;3271380
22;4450;3806,0896220535;9;348,5056;True;4450;195,4268;843,2621;63,04929;3027902
23;4450;3907,1835144043;9;348,5056;True;4450;197,0864;842,3729;49,30926;3560198
24;4450;3662,78293457031;9;348,5056;True;4450;190,2207;839,4719;51,43444;3048061
25;4450;3765,41964111328;9;348,5056;True;4450;191,2412;836,5534;53,38514;3282391
26;4450;3830,92255859375;9;348,5056;True;4450;191,1733;839,2877;53,19498;2878171
27;4450;3853,15450439453;9;348,5056;True;4450;191,397;846,5656;61,20754;2938836
28;4450;4181,14906005859;9;348,5056;True;4450;194,9141;826,9584;50,30292;3303924
29;4450;3504,6712890625;9;354,6362;True;4450;201,248;844,3795;76,86589;4433733
30;4450;3498,6575968504;9;354,6362;True;4450;187,3813;855,5512;37,90793;4127185
