Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1891,28601074219;245,033957326412;10;320,2594;False;1891,286;70,86789;602,6964;32,59452;145998,1
2;2760;840,054354001582;10;320,2594;True;2760;122,1306;861,295;81,41101;1869257
3;2760;1653,39321254492;10;320,2594;True;2760;123,3132;851,5162;126,5324;2113996
4;2760;1823,84223327637;9;321,0864;True;2760;106,9058;862,6439;130,7182;1,717293E+07
5;2760;2140,98379516602;10;320,2594;True;2760;93,58783;865,3619;114,4254;1746614
6;2760;2203,22659912109;10;320,2594;True;2760;103,8415;856,401;101,5644;1459370
7;2760;2226,9324005127;10;320,2594;True;2760;91,2066;857,522;107,9993;1318510
8;2760;2064,52671505213;10;321,6902;True;2760;83,57538;872,2436;138,7971;3303425
9;2760;2336,82765808105;10;321,6902;True;2760;103,9926;858,2656;123,2478;9594924
10;2760;2296,93982883394;9;312,6364;True;2760;93,8269;861,307;144,5496;8447071
11;2760;2451,90382080078;9;312,6364;True;2760;87,37708;863,8693;116,6073;2458692
12;2760;2444,97863769531;9;312,6364;True;2760;93,73413;838,0593;167,9294;2437596
13;2760;2180,96318664551;9;312,6364;True;2760;98,64697;851,0447;165,0494;2323279
14;2760;2629,22411499023;9;310,1102;True;2760;64,55188;846,1806;157,9998;5229567
15;2760;2432,98128662109;9;309,017;True;2760;82,82336;853,9717;133,7336;1,17066E+07
16;2760;2350,18915994167;9;345,6401;True;2760;103,0283;870,4578;95,50785;3653484
17;2760;2437,90673246384;9;345,6401;True;2760;98,28784;867,2402;44,1823;1649304
18;2760;2408,28195172548;9;345,6401;True;2760;120,7927;850,4201;164,726;2399210
19;2760;2401,67110595703;9;345,6401;True;2760;102,9414;866,9931;70,19518;2198319
20;2760;2327,53681030273;10;318,2881;True;2760;87,01807;844,1896;163,3717;7595374
21;2760;2232,44727172852;10;318,2881;True;2760;86,56641;847,1431;131,7905;2219515
22;2760;2321,57418535948;10;318,2881;True;2760;88,83081;854,8386;68,87073;4780305
23;2760;2519,40950317383;9;330,3901;True;2760;89,99658;840,1553;162,3768;1825082
24;2760;2296,17786758542;9;330,3901;True;2760;88,73853;853,0178;112,0082;1711272
25;2760;2175,32333007678;9;330,3901;True;2760;107,0205;858,4043;150,6306;1980009
26;2760;2043,87750154138;10;320,6591;True;2760;84,00684;834,0803;211,5699;1,097595E+07
27;2760;2621,98192138672;10;302,1033;True;2760;71,17432;834,2679;97,93107;2480275
28;2760;2315,34712462723;10;302,1033;True;2760;83,26025;840,1683;134,0583;7948719
29;2760;2443,87029802799;10;302,1033;True;2760;74,25049;837,8945;155,3709;388718,7
30;2760;2504,86426391602;10;300,2747;True;2760;89,84351;853,2702;101,5418;7187646
