Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1801,75927734375;420,407070750371;9;372,1431;False;1373,977;43,53896;427,7822;79,73379;31798,13
2;2944,51440429688;743,124322158378;9;328,0134;True;2280;50,75514;664,5145;79,02466;1,026049E+07
3;2855,99560546875;1326,3408901345;9;328,0134;False;2205,18;56,46132;650,8158;-5,508485;851672,4
4;2536,9375;1123,90848965645;9;322,3591;False;1952,817;42,25061;584,1203;-34,51915;32220,36
5;2558,4375;1273,76238541454;10;315,7335;False;1992,267;47,49661;566,171;-30,46679;8466,574
6;2823,609375;1427,85925393105;9;336,5396;False;2213,482;52,75943;610,1271;-23,46778;385650,3
7;2938,40893554688;1453,84583269232;9;308,3737;True;2280;50,91278;658,4089;60,10477;4378758
8;2192,50756835938;1347,94480418144;10;291,283;False;1694,962;40,07233;497,5456;-20,26808;11860,44
9;2165,09838867188;1112,71053960919;10;298,5205;False;1689,557;47,45325;475,541;-18,01477;141903,2
10;2787,86181640625;1292,21833074987;10;355,2956;False;2159,846;50,06244;628,0157;-3,310676;212577,6
11;2912,91137695313;1271,89410161376;8;333,3341;True;2280;53,88306;632,9114;-10,96714;1062792
12;2393,1806640625;1395,46962717474;9;283,449;False;1864,338;57,54529;528,8425;-31,38822;980114,1
13;2585,75512695313;1527,85075970292;9;367,5938;False;2029,021;63,38965;556,7344;-29,82382;231566,8
14;2947,68334960938;1738,57392664403;7;259,4484;True;2280;49,36731;667,6833;-37,87178;617045,3
15;2902,75952148438;1991,61391601562;9;332,847;True;2280;45,06104;622,7596;67,15459;4169755
16;2930,14501953125;1854,53097512722;9;325,3086;True;2280;54,31567;650,1449;54,99207;8824425
17;2561,91552734375;1655,9952545166;10;317,4902;False;1942,135;46,72827;619,7804;-9,359456;264500,1
18;2741,22778320313;2001,75670852661;7;252,8615;False;2073,493;47,03796;667,7349;21,1188;94519,45
19;2960,73168945313;1858,11763558984;10;311,1375;True;2280;49,37476;680,7317;49,11686;7090078
20;2982,12255859375;1678,09659960568;10;305,4102;True;2280;47,12183;702,1226;61,32154;6147708
21;2702,8330078125;1375,39108812809;9;371,9535;False;2119,427;49,37207;583,4066;-7,84348;373160,9
22;2891,5458984375;1454,50767015517;7;262,8319;True;2280;45,88733;611,5458;46,6669;3282032
23;2299,60375976563;1223,32428530529;10;305,4102;False;1817,367;47,75317;482,2372;-16,01398;312957,1
24;2654,93017578125;1802,71860088706;7;252,8615;False;2114,952;50,50073;539,9784;-6,539678;577342,5
25;2547,63549804688;1579,42871131897;10;329,7335;False;1984,962;44,94897;562,6735;10,50493;194566,4
26;2977,15747070313;1924,0725769043;10;329,7335;True;2280;50,78906;697,1575;27,20006;1441879
27;2954,30419921875;2111,13229370117;10;321,4807;False;2245,227;53,16895;709,077;-21,66159;333198,3
28;2986,83862304688;1902,49670207798;10;323,4826;True;2280;53,90015;706,8386;17,04904;2141210
29;2969,67041015625;2211,80544433594;9;293,6619;True;2280;44,99854;689,6705;61,14165;5189439
30;3007,5732421875;2174,42643184885;9;293,6619;True;2280;46,00488;727,5732;26,91453;1,908328E+07
