Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;1003,15423583984 ;219,094637104543         ;                 9 ;343,5471    ;False             ;1780,324     ;46,25147         ;564,9612          ;88,08701             ;77903,7
         2 ;1218,99047851563 ;501,769076000154         ;                 9 ;343,5471    ;False             ;2161,631     ;54,44477         ;690,8754          ;-9,401443            ;57191,84
         3 ;1024,30822753906 ;483,598208934814         ;                10 ;298,5809    ;False             ;1819,316     ;40,42024         ;573,2501          ;-62,16301            ;31922,61
         4 ;1193,47131347656 ;579,973208088148         ;                10 ;298,5809    ;False             ;2119,63      ;45,886           ;668,2812          ;-100,0332            ;82001,39
         5 ;1195,83215332031 ;557,502589541674         ;                10 ;308,4883    ;False             ;2118,922     ;47,77344         ;681,8561          ;-104,2839            ;86556,32
         6 ;1220,16064453125 ;836,750759124756         ;                10 ;308,4883    ;False             ;2162,483     ;45,95325         ;694,5945          ;-19,88329            ;200710
         7 ;1384,04797363281 ;820,407992488146         ;                10 ;308,4883    ;True              ;2280         ;50,11349         ;720,2396          ;34,3007              ;1,090581E+07
         8 ;1216,98217773438 ;818,543268764741         ;                10 ;305,422     ;False             ;2159,001     ;53,91235         ;687,4092          ;-27,09511            ;631588,1
         9 ;1381,65893554688 ;930,448316955566         ;                10 ;308,4883    ;True              ;2280         ;46,77814         ;708,2944          ;202,1491             ;1,407361E+07
        10 ;1219,109375      ;781,5042463094           ;                10 ;304,5086    ;False             ;2162,6       ;49,25671         ;689,0475          ;96,04759             ;1302567
        11 ;1382,05871582031 ;878,818817228545         ;                10 ;311,0027    ;True              ;2280         ;43,20636         ;710,2933          ;292,9294             ;7499481
        12 ;1376,90710449219 ;876,335483913496         ;                10 ;311,0027    ;True              ;2280         ;48,58728         ;684,5355          ;224,8032             ;5710507
        13 ;1384,71008300781 ;987,743254089355         ;                10 ;311,0027    ;True              ;2280         ;46,02051         ;723,5504          ;115,8625             ;1,833884E+07
        14 ;1381,25646972656 ;986,524780082703         ;                10 ;311,0027    ;True              ;2280         ;46,83752         ;706,2823          ;150,9117             ;5470599
        15 ;1383,82006835938 ;957,586254490074         ;                10 ;311,0027    ;True              ;2280         ;49,60034         ;719,1005          ;121,9737             ;5704490
        16 ;1385,35217285156 ;957,352695518732         ;                10 ;311,0027    ;True              ;2280         ;52,172           ;726,761           ;187,0526             ;1,991007E+07
        17 ;1379,82690429688 ;1003,72799072266         ;                10 ;311,0027    ;True              ;2280         ;48,47986         ;699,1347          ;139,0357             ;5127554
        18 ;1383,91381835938 ;956,604275748599         ;                10 ;311,0027    ;True              ;2280         ;60,13928         ;719,5688          ;-44,89471            ;458136,3
        19 ;1382,85144042969 ;1070,39662017822         ;                10 ;311,0027    ;True              ;2280         ;46,31165         ;714,2573          ;133,1833             ;2196152
        20 ;1381,57238769531 ;989,907974243164         ;                10 ;311,0027    ;True              ;2280         ;46,74854         ;707,8617          ;229,1722             ;1,374481E+07
        21 ;1384,53344726563 ;1013,76596221924         ;                10 ;307,8297    ;True              ;2280         ;53,20581         ;722,6673          ;66,62954             ;2522226
        22 ;1382,63146972656 ;947,654905700684         ;                10 ;340,1124    ;True              ;2280         ;49,57629         ;713,1571          ;87,0733              ;9167270
        23 ;1385,27734375    ;1007,51277160645         ;                10 ;336,7565    ;True              ;2280         ;48,79688         ;726,3864          ;120,7653             ;1,047635E+07
        24 ;1379,34033203125 ;926,560493564606         ;                10 ;341,9646    ;True              ;2280         ;44,36169         ;696,7017          ;227,0323             ;7119228
        25 ;1382,33666992188 ;838,624136001803         ;                10 ;334,7893    ;True              ;2280         ;47,8407          ;711,6832          ;76,74187             ;4875560
        26 ;1384,44592285156 ;988,35956922397          ;                10 ;339,8135    ;True              ;2280         ;49,08118         ;722,2294          ;140,4326             ;1,204773E+07
        27 ;1380,23107910156 ;1040,56401672363         ;                10 ;340,9105    ;True              ;2280         ;47,63306         ;701,1552          ;180,7624             ;3030104
        28 ;1381,36767578125 ;1032,22348022461         ;                10 ;353,9999    ;True              ;2280         ;46,78027         ;706,8386          ;190,5541             ;5655749
        29 ;1384,3623046875  ;1046,57685546875         ;                10 ;353,9999    ;True              ;2280         ;52,66504         ;721,8116          ;26,81401             ;2175905
        30 ;1380,32067871094 ;1020,69023132324         ;                10 ;340,9105    ;True              ;2280         ;47,19409         ;701,6031          ;176,2274             ;1,228318E+07
