Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;608549,625;124956,471177892;9;361,1906;False;1377,272;48,3808;441,8515;87,99985;488773,6
2;532912;136854,664465595;10;315,0513;False;1301,332;41,16296;409,5126;10,48427;97440,13
3;1604520,125;255636,099135452;10;297,4994;False;2248,792;52,11607;713,5031;163,0416;881636,6
4;1005420,6875;235787,015432968;10;242,8091;False;1777,597;40,06067;565,6065;20,43746;597219,1
5;543321,9375;129851,066449893;10;311,7079;False;1307,271;45,02103;415,6153;-24,96716;87197,38
6;993416,375;318683,333417945;10;245,9573;False;1775,212;47,99118;559,6043;43,93296;512015,1
7;950948,375;270662,455503851;10;269,0659;False;1735,661;45,80444;547,8884;-14,87199;138609,6
8;1213559,375;360366,770133495;9;232,5891;False;1954,044;47,37885;621,05;-52,11536;40558,06
9;1214735,25;426043,585858965;10;289,0877;False;1951,764;48,63489;622,3781;38,74305;645668,4
10;1639897;513220,224420435;10;274,7928;True;2280;46,41431;719,2531;181,0171;2569702
11;1131835;480945,514556122;9;289,2868;False;1899,39;47,09485;595,8939;21,86959;144027,4
12;1630838,375;526062,072717579;9;303,8241;True;2280;42,86688;715,28;304,4746;2397050
13;1349973,75;587704,458691406;9;298,9467;False;2073,41;46,97241;651,0887;136,4972;583733,4
14;1144982,625;511414,749707031;9;298,1832;False;1902,285;40,73376;601,8986;56,42625;408302,1
15;1640807,75;651583,928778458;10;269,9817;True;2280;45,83984;719,6525;231,3761;6645884
16;1648108,625;477581,161484367;9;270,0677;True;2280;53,05798;722,8547;40,60374;3085362
17;1637301,125;575439,237708692;9;253,6663;True;2280;49,66333;718,1145;169,9332;3986738
18;1264387,5;547622,720605469;9;235,5554;False;1993,338;53,14563;634,3068;2,609557;244186,2
19;1063804,75;528724,240625;10;251,3135;False;1826,983;45,02222;582,274;-62,28999;23655,65
20;961144,9375;397587,856435123;9;226,3447;False;1739,24;42,15442;552,6237;9,301652;47756,97
21;1458242;495183,661751529;9;231,0847;False;2119,393;46,80115;688,0471;30,33744;353148,5
22;1086315,125;408549,356966421;9;314,8445;False;1858,962;48,36108;584,3665;-75,72714;75076,86
23;1372762;587656,547018433;9;233,4477;False;2075,873;45,6709;661,2939;-58,49625;17800,35
24;1655226,75;498640,115277648;9;219,645;True;2280;45,53931;725,9766;225,1721;5339529
25;1254115,625;415620,736117935;9;263,9275;False;1988,468;40,42603;630,6943;-27,68473;502788,6
26;1140284;448637,108805714;9;259,6465;False;1899,814;46,04834;600,2084;78,74343;801384,1
27;1378887,625;567549,182996426;9;257,5712;False;2074,027;54,94604;664,8359;-39,44978;86754,2
28;994777,625;443355,714372689;9;258,218;False;1775,604;43,77417;560,2475;-25,87674;26765,84
29;1034783;445864,193079754;9;261,2154;False;1818,933;42,49731;568,8954;15,09347;132991,7
30;1036383,625;525828,809173227;9;238,3762;False;1816,712;47,82202;570,472;15,02654;450330,9
