Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;390,412353515625;316,595295715332;8;390,4124;False;195,793;38,30357;60,07224;25,15624;16330,89
2;395,948608398438;352,951364135742;9;395,9486;False;418,0603;75,78146;133,0484;18,29102;45346,3
3;424,198394775391;369,326203918457;9;424,1984;False;388,1974;79,17747;123,4083;11,00016;40360,89
4;424,198394775391;382,031466674805;9;424,1984;False;418,2506;83,32111;133,8608;11,25464;73365,66
5;424,198394775391;390,407000732422;9;424,1984;False;358,4784;72,75497;113,7377;20,00611;61040,14
6;446,428588867188;405,454566955566;9;446,4286;False;388,2579;74,76706;124,4775;11,57322;55113,34
7;446,428588867188;419,053614807129;9;446,4286;False;358,4119;65,00806;114,5132;12,46583;31563,91
8;460,610260009766;425,11964263916;9;460,6103;False;1941,291;50,56708;631,163;-51,71231;503007
9;460,610260009766;426,747654724121;9;460,6103;False;1733,217;48,59595;559,1417;63,37851;263640
10;460,986419677734;429,962814331055;9;460,9864;False;0,7980341;1,74823;0,1583485;0,8964625;204,8709
11;467,127502441406;433,560699462891;9;467,1275;False;0,9776776;3,169739;0,1935969;1,306427;281,4424
12;481,539337158203;445,412745666504;9;481,5393;False;1,970368;1,352539;0,3497038;1,523897;3370,507
13;500,414306640625;462,247538757324;9;500,4143;False;27,64413;11,98425;7,395164;11,75665;21515,79
14;500,414306640625;465,584436035156;9;500,4143;False;27,6392;12,04468;7,423;13,91445;23687,19
15;500,414306640625;463,421051025391;9;500,4143;False;27,63804;11,98938;7,411464;13,47737;21981,97
16;500,414306640625;467,735815429687;9;500,4143;False;27,63667;11,95142;7,380813;12,00697;21169,75
17;500,414306640625;474,520335388184;9;500,4143;False;27,63648;11,93921;7,523967;12,17357;19810,55
18;500,414306640625;477,037435913086;9;500,4143;False;27,63704;12,00903;7,521264;15,71242;22949,91
19;500,905364990234;486,145381164551;9;500,9054;False;2208,766;61,66187;709,9093;22,27768;377199,8
20;500,905364990234;484,848945617676;9;500,9054;False;1814,975;51,04541;580,6527;18,47923;200066
21;504,839172363281;481,093962097168;9;504,8392;False;1,951337;1,497925;0,3489592;1,974667;4302,906
22;511,995788574219;485,859576416016;9;511,9958;False;1,443243;1,639526;0,2847459;1,350979;1567,708
23;516,753479003906;495,992420959473;9;516,7535;False;1,437246;2,082642;0,2189339;1,199493;3407,213
24;524,405334472656;501,892581176758;9;524,4053;False;0;0;-0,128875;-0,7847512;6062,028
25;527,791259765625;499,013952636719;10;527,7913;False;96,58028;16,91626;29,15161;10,51029;19310,2
26;533,216186523438;502,383525085449;9;533,2162;False;34,91534;17,87134;10,08352;10,28934;47879,27
27;533,216186523438;511,121029663086;9;533,2162;False;35,05381;17,59839;10,09617;10,47145;44620,07
28;533,216186523438;510,666940307617;9;533,2162;False;35,05398;17,61108;10,0183;14,40889;43255,53
29;539,17236328125;508,498992919922;9;539,1724;False;0;0;-0,1326394;-0,7310411;5554,991
30;540,573974609375;513,813708496094;10;540,574;False;4,522592;4,572754;0,8309205;4,949078;882,0848
31;540,573974609375;522,148229980469;10;540,574;False;4,519809;4,598145;0,798951;3,976067;5888,621
32;552,747619628906;525,042042541504;10;552,7476;False;0,4608332;4,523438;0,03400381;0,2230635;866,6946
33;554,880432128906;532,997091674805;10;554,8804;False;1,170435;2,938721;0,1945702;1,173934;801,5901
34;554,880432128906;538,552906799316;10;554,8804;False;1,228334;2,826172;0,1938555;1,192854;818,3618
35;556,390808105469;541,235298156738;10;556,3908;False;1655,947;76,54224;530,6512;-4,523983;288585,8
36;556,390808105469;541,994450378418;10;556,3908;False;2033,483;48,7688;652,2642;-7,784799;132615,7
37;561,445556640625;542,854913330078;10;561,4456;False;2077,829;54,06226;670,0376;-86,2555;94585,08
38;561,445556640625;539,127937316895;10;561,4456;False;2205,85;56,60767;708,0912;25,10523;789458,7
39;561,445556640625;535,180352783203;10;561,4456;True;2280;48,35205;731,0837;187,8871;3960600
