Generation ;BestFitness      ;AverageFitnessPopulation ;BestNumberOfWheels ;BestCarMass ;BestRoadCompleted ;BestDistance ;BestEllapsedTime ;BestSumVelocities ;BestSumAccelerations ;BestSumForces
         1 ;2668,50610351563 ;658,694602158666         ;                10 ;378,7744    ;False             ;2668,506     ;199,2364         ;519,8912          ;59,51478             ;88361,88
         2 ;4017,79663085938 ;1738,75721567422         ;                10 ;327,1598    ;False             ;4017,797     ;202,0571         ;774,402           ;-19,61414            ;102505
         3 ;4450             ;2466,73549455404         ;                10 ;294,1283    ;True              ;4450         ;222,7884         ;831,5497          ;45,33136             ;4024558
         4 ;4450             ;2680,17595303208         ;                10 ;294,1283    ;True              ;4450         ;223,7646         ;855,27            ;18,0521              ;2344384
         5 ;4450             ;3120,90255126953         ;                10 ;294,1283    ;True              ;4450         ;221,8954         ;844,9872          ;48,70267             ;2488994
         6 ;4450             ;3405,71223676205         ;                10 ;294,1283    ;True              ;4450         ;231,0081         ;833,0107          ;38,24547             ;2474017
         7 ;4450             ;3692,2562061429          ;                10 ;294,1283    ;True              ;4450         ;222,4463         ;835,343           ;26,79026             ;2454349
         8 ;4450             ;3760,30310167074         ;                10 ;322,856     ;True              ;4450         ;239,6719         ;835,572           ;58,44519             ;3031582
         9 ;4450             ;3499,87176513672         ;                10 ;322,856     ;True              ;4450         ;239,0645         ;837,4198          ;70,90691             ;2789312
        10 ;4450             ;3228,61085740328         ;                10 ;322,856     ;True              ;4450         ;238,7271         ;840,2844          ;66,39027             ;3522133
        11 ;4450             ;3489,10286254883         ;                10 ;322,856     ;True              ;4450         ;239,104          ;837,3818          ;62,01168             ;2753577
        12 ;4450             ;3673,12827758789         ;                10 ;322,856     ;True              ;4450         ;239,6521         ;832,6752          ;50,95889             ;3116181
        13 ;4450             ;4013,34193115234         ;                10 ;322,856     ;True              ;4450         ;239,8987         ;833,6117          ;47,87033             ;3090586
        14 ;4450             ;4100,51491699219         ;                10 ;322,856     ;True              ;4450         ;238,8599         ;838,991           ;50,85156             ;910129,1
        15 ;4450             ;3372,31403356045         ;                10 ;322,856     ;True              ;4450         ;239,3533         ;836,7643          ;56,94162             ;2812519
        16 ;4450             ;3628,397546947           ;                10 ;322,856     ;True              ;4450         ;238,3091         ;820,7983          ;61,98497             ;2771890
        17 ;4450             ;3859,83685302734         ;                10 ;322,856     ;True              ;4450         ;239,0513         ;821,3041          ;53,26861             ;2785413
        18 ;4450             ;3676,64668236971         ;                10 ;322,856     ;True              ;4450         ;239,8198         ;816,8607          ;56,75921             ;2844300
        19 ;4450             ;3867,71333007813         ;                10 ;322,856     ;True              ;4450         ;238,2051         ;818,433           ;41,99207             ;2819035
        20 ;4450             ;4358,91375732422         ;                10 ;322,856     ;True              ;4450         ;239,563          ;852,1259          ;39,41128             ;859550
        21 ;4450             ;3928,22592773438         ;                10 ;322,856     ;True              ;4450         ;240,3335         ;817,5405          ;34,97946             ;2774961
        22 ;4450             ;4433,45573730469         ;                10 ;322,856     ;True              ;4450         ;239,979          ;851,8622          ;42,11114             ;3068748
        23 ;4450             ;3942,25474112034         ;                10 ;322,856     ;True              ;4450         ;239,6987         ;801,8865          ;45,06864             ;2793321
        24 ;4450             ;4058,23030697256         ;                10 ;322,856     ;True              ;4450         ;238,6821         ;819,2621          ;48,12994             ;3293331
        25 ;4450             ;4051,38829670846         ;                10 ;322,856     ;True              ;4450         ;240,6636         ;810,2635          ;46,1772              ;2794351
        26 ;4450             ;4150,19869384766         ;                10 ;322,856     ;True              ;4450         ;238,6812         ;823,1102          ;45,3779              ;1250146
        27 ;4450             ;3471,16306242943         ;                10 ;322,856     ;True              ;4450         ;239,5693         ;833,3619          ;46,54675             ;4084852
        28 ;4450             ;4160,36256147325         ;                10 ;322,856     ;True              ;4450         ;239,6528         ;819,623           ;62,52657             ;844035,3
        29 ;4450             ;4414,94324951172         ;                10 ;322,856     ;True              ;4450         ;239,5386         ;818,3284          ;44,31845             ;3314732
        30 ;4450             ;4074,5702968508          ;                10 ;322,856     ;True              ;4450         ;238,5181         ;822,5881          ;62,42943             ;2811727
